user,gender,age,occupation,zipcode
702,M,35,20,77008
3485,M,18,4,55404
2447,M,45,2,10920
2571,M,25,7,02139
2424,M,35,0,70748
4189,M,25,1,43026
2321,M,25,0,60657
4075,M,25,20,02152
5079,F,18,0,02143
5908,M,35,17,30024
2788,M,25,7,60628
5741,F,35,7,92075
3256,M,50,16,77079
3474,M,25,11,06851
5879,F,45,12,954025
2310,F,35,20,78006
2407,F,18,4,19803
4250,M,25,2,11217
1281,M,25,4,19711
5445,M,18,20,91330
2434,F,45,20,10033
1694,F,25,17,80301
2488,M,25,1,77064
3305,F,18,0,47901
5006,M,35,2,91344
1005,M,18,4,58102
153,M,50,20,48230
1239,F,50,1,94550
5441,M,25,12,55105
5599,M,18,0,47933
1978,F,25,1,05401
4694,M,25,6,15146
1292,M,56,3,94561
4895,M,25,7,05401
2034,M,35,0,55417
1484,F,25,0,90035-4444
3591,F,50,7,65712
1430,M,35,14,10003
4208,M,45,1,14760
2987,F,35,0,33607
2803,F,35,17,78681
3344,F,18,7,94111
5877,M,18,14,90038
4446,M,25,2,98227
5029,M,25,14,77075
4786,M,18,0,35115
4622,M,18,4,37130
2918,M,25,12,60622
1581,M,25,1,35401
2514,F,45,15,77040
4591,M,50,12,03062
4963,F,25,0,60640
1673,M,45,1,01867
3733,F,45,1,19806
6031,F,18,10,27606
5093,F,35,2,35229
3055,F,56,1,55406
2910,F,45,16,97215
471,M,56,13,12124
1962,M,18,17,47901
780,M,25,4,19713
4096,M,18,4,77005
2128,F,45,1,78231
2917,M,1,10,21030
70,M,45,11,70802
559,F,25,7,34952
954,F,18,4,02142
1233,M,18,20,02038
2668,M,45,14,94301
4280,F,18,4,14850
1456,F,45,0,70460
1110,F,45,0,78757
5325,M,35,7,80221
1888,M,25,15,02140
292,M,18,5,97202
5157,M,25,17,77449
4030,F,35,9,10021
5697,M,50,16,73069-5429
4857,M,56,7,98103
3216,M,45,13,77706
4344,M,35,11,55438
1934,M,35,7,49504
392,F,25,20,55428
4708,M,1,10,54701
1471,F,25,1,32303
3944,M,25,14,55104
2529,F,25,1,26542
4111,M,35,1,90012
925,M,35,1,49307
5023,M,25,1,43214
1448,M,56,1,42503
1079,M,35,7,01776
2216,M,35,1,56082
5304,M,25,3,29208
5057,M,25,1,60657
2853,F,18,4,78705-5221
2241,F,56,1,01060
4249,M,25,16,10003
3581,M,25,15,94022
3328,F,1,10,74114
1078,F,25,20,90046
3503,F,35,20,94025
3799,F,18,4,21046
5184,F,50,20,50010
3160,M,35,1,32501
1588,F,35,1,14618
192,F,25,0,87114
3800,F,25,7,10016
2098,M,18,4,61820
5413,F,25,1,55455
349,M,45,17,30075
1225,F,25,7,94117
689,M,50,0,43231
1075,F,45,17,78722
4088,F,25,15,28401
2930,F,25,5,28401
2837,F,1,0,01036
1026,M,35,17,80537
5068,M,18,4,78705
3692,F,25,12,60540
734,M,35,0,79606
1525,M,35,15,80538
5942,M,35,15,02871
2475,F,25,20,32301
2637,M,45,1,80634
3855,F,25,9,80013
68,M,45,1,37209
5141,F,35,7,21117
2067,M,35,1,48906
3102,M,25,0,10024
4266,M,50,16,10023
2340,M,25,12,08876
4338,M,25,17,57006
2057,M,25,0,43213
2719,M,25,12,53705
1226,F,25,1,32607
3318,M,35,6,11210
4866,M,18,4,20742
4428,M,18,4,94133
5052,F,25,1,23185
2476,M,25,17,32618
4432,F,18,0,45123
2754,M,45,7,55108
3774,M,50,13,78232
5751,M,25,14,94117
1963,F,25,1,78734
77,F,25,15,32603
1414,F,45,1,76006
5892,F,56,1,14706
2235,F,45,0,01060
842,M,25,6,11106
